id,name,latitude,longitude,country_code,timezone,address
5e2c30d4-7f72-11f0-97fe-325096b39f47,Celerina,46.5139900000,9.8584690000,CH,Europe/Zurich,"Celerina/Schlarigna, Grisons, Switzerland"
5e2c3110-7f72-11f0-8369-325096b39f47,Cellers-Llimiana,42.062729,0.875639,ES,Europe/Madrid,"Cellers-Llimiana, C-13, 25631 Castell de Mur, Spain"
5e2c314c-7f72-11f0-a530-325096b39f47,Cergy-le-Haut,49.0484932,2.0118725,FR,Europe/Paris,"Cergy-le-Haut, 2 Rue du Lendemain, 95800 Cergy, France"
5e2c3188-7f72-11f0-b047-325096b39f47,Cerizay,46.8176878,-0.6689931,FR,Europe/Paris,"Cerizay, NAQ, France"
5e2c31c4-7f72-11f0-b21e-325096b39f47,Cervia-Milano Marittima,44.258443,12.347088,IT,Europe/Rome,"Cervia, Ravenna, Italy"
5e2c3200-7f72-11f0-95d8-325096b39f47,Cham,47.1782480000,8.4574830000,CH,Europe/Zurich,"Cham, ZG, Switzerland"
5e2c323c-7f72-11f0-83a3-325096b39f47,Chambourg,47.1821629,0.9648363,FR,Europe/Paris,"Chambourg-sur-Indre, Rue Jacques-Marie Rougé, 37310 Chambourg-sur-Indre, France"
5e2c3278-7f72-11f0-8bce-325096b39f47,Charbonnières-les-Bains,45.782142,4.735912,FR,Europe/Paris,"Charbonnières-les-Bains, ARA, France"
5e2c32b4-7f72-11f0-b892-325096b39f47,Charleroi-Ouest,50.4114610000,4.4370120000,BE,Europe/Brussels,"Pathé Charleroi (Cinépointcom Charleroi - Carollywood), Rue Ville n°2, 6000 Charleroi, Belgium"
5e2c32f0-7f72-11f0-8f1b-325096b39f47,Chartres,48.4482023,1.4813128,FR,Europe/Paris,"Chartres, CVL, France"
5e2c332c-7f72-11f0-8b2e-325096b39f47,Château-Arnoux—St-Auban,44.0615651,5.9973734,FR,Europe/Paris,"Château-Arnoux-Saint-Auban, PAC, France"
5e2c3368-7f72-11f0-9147-325096b39f47,Château-Arnoux—St-Auban,44.0817900000,6.0016250000,FR,Europe/Paris,"Château-Arnoux-Saint-Auban, PAC, France"
5e2c33a4-7f72-11f0-87d6-325096b39f47,Chateau-d’Oex,46.4753270000,7.1327870000,CH,Europe/Zurich,"Château-d'Oex, VD, Switzerland"
5e2c33e0-7f72-11f0-9e56-325096b39f47,Château-du-Loir,47.683392,0.414912,FR,Europe/Paris,"Château-du-Loir, Montval-sur-Loir, PDL, France"
5e2c341c-7f72-11f0-95aa-325096b39f47,Château-Gontier,47.8500000000,-0.9500000000,FR,Europe/Paris,"Château-Gontier (Château-Gontier-sur-Mayenne), PDL, France"
5e2c3458-7f72-11f0-8499-325096b39f47,Château-Renault,47.5877961,0.9015238,FR,Europe/Paris,"Château-Renault, CVL, France"
5e2c3494-7f72-11f0-b3b6-325096b39f47,Chaumont,48.10976,5.13460,FR,Europe/Paris,"Chaumont, GES, France"
5e2c34d0-7f72-11f0-a9e3-325096b39f47,Chemnitz Hbf,50.839266,12.930299,DE,Europe/Berlin,"Chemnitz Hbf A3, Christian-Wehner-Straße, 09113 Chemnitz, Germany"
5e2c350c-7f72-11f0-84fe-325096b39f47,Ciampino,41.804298,12.599523,IT,Europe/Rome,"Ciampino, LAZ, Italy"
